GISJOIN,STATE,STATEFP,STATENH,COUNTY,COUNTYFP,COUNTYNH,B18AA1990,B18AA2000,B18AB1990,B18AB2000,B18AC1990,B18AC2000,B18AD1990,B18AD2000,B18AE2000
"G3701450","North Carolina","37","370","Person County","145","1450",20740,24504,9106,10049,181,218,153,545,307
"G3701470","North Carolina","37","370","Pitt County","147","1470",70643,83061,35921,45019,214,357,1146,3908,1453
"G3701490","North Carolina","37","370","Polk County","149","1490",13276,16906,1053,1079,17,34,70,165,140
"G3701510","North Carolina","37","370","Randolph County","151","1510",99042,116370,6367,7342,453,582,684,4783,1377
"G3701530","North Carolina","37","370","Richmond County","153","1530",30816,30193,12869,14215,502,770,331,835,551
"G3701550","North Carolina","37","370","Robeson County","155","1550",37986,40460,26185,30973,40511,46896,497,3268,1742
"G3701570","North Carolina","37","370","Rockingham County","157","1570",67893,71087,17548,17987,149,250,474,1837,767
"G3701590","North Carolina","37","370","Rowan County","159","1590",91851,104294,17773,20562,262,433,719,3750,1301
"G3701610","North Carolina","37","370","Rutherford County","161","1610",50133,54592,6514,7066,95,125,176,649,467
"G3701630","North Carolina","37","370","Sampson County","163","1630",30273,35955,15686,18018,876,1086,462,4423,679
"G3701650","North Carolina","37","370","Scotland County","165","1650",19025,18535,12176,13434,2430,3197,123,353,479
"G3701670","North Carolina","37","370","Stanly County","167","1670",45269,49196,5972,6657,155,144,369,1644,459
"G3701690","North Carolina","37","370","Stokes County","169","1690",34917,41774,2069,2084,52,109,185,502,242
"G3701710","North Carolina","37","370","Surry County","171","1710",58383,64383,2780,2965,66,165,475,2889,817
"G3701730","North Carolina","37","370","Swain County","173","1730",7950,8602,196,221,3075,3765,47,84,296
"G3701750","North Carolina","37","370","Transylvania County","175","1750",24121,27476,1189,1235,79,83,131,210,330
"G3701770","North Carolina","37","370","Tyrrell County","177","1770",2297,2343,1543,1636,4,8,12,116,46
"G3701790","North Carolina","37","370","Union County","179","1790",70023,102441,13427,15480,294,475,467,4014,1267
"G3701810","North Carolina","37","370","Vance County","181","1810",21146,20709,17512,20749,69,85,165,1051,360
"G3701830","North Carolina","37","370","Wake County","183","1830",324011,454544,88057,123820,1148,2152,10164,37009,10321
"G3701850","North Carolina","37","370","Warren County","185","1850",6593,7769,9847,10882,763,957,62,188,176
"G3701870","North Carolina","37","370","Washington County","187","1870",7556,6626,6366,6716,13,7,62,278,96
"G3701890","North Carolina","37","370","Watauga County","189","1890",35930,41181,768,680,59,108,195,461,265
"G3701910","North Carolina","37","370","Wayne County","191","1910",69172,69452,33793,37422,265,412,1436,4626,1417
"G3701930","North Carolina","37","370","Wilkes County","193","1930",56237,61008,2824,2733,69,95,263,1362,434
"G3701950","North Carolina","37","370","Wilson County","195","1950",40623,41210,24896,29032,70,199,472,2693,680
"G3701970","North Carolina","37","370","Yadkin County","197","1970",28884,33638,1295,1246,22,59,287,1126,279
"G3701990","North Carolina","37","370","Yancey County","199","1990",15221,17417,151,101,27,60,20,96,100
"G3800010","North Dakota","38","380","Adams County","001","0010",3161,2554,3,14,10,8,0,8,9
"G3800030","North Dakota","38","380","Barnes County","003","0030",12409,11529,27,53,57,90,52,36,67
"G3800050","North Dakota","38","380","Benson County","005","0050",4417,3541,0,7,2772,3346,9,13,57
"G3800070","North Dakota","38","380","Billings County","007","0070",1105,877,0,0,3,1,0,2,8
"G3800090","North Dakota","38","380","Bottineau County","009","0090",7928,6950,6,16,58,104,19,22,57
"G3800110","North Dakota","38","380","Bowman County","011","0110",3585,3209,0,1,4,5,7,6,21
"G3800130","North Dakota","38","380","Burke County","013","0130",2981,2225,1,3,11,5,9,4,5
"G3800150","North Dakota","38","380","Burleigh County","015","0150",58106,65966,66,182,1596,2276,363,403,589
"G3800170","North Dakota","38","380","Cass County","017","0170",100442,117106,280,996,944,1325,1208,2124,1587
"G3800190","North Dakota","38","380","Cavalier County","019","0190",6011,4739,4,7,45,25,4,10,50
"G3800210","North Dakota","38","380","Dickey County","021","0210",6055,5629,8,6,21,20,23,61,41
"G3800230","North Dakota","38","380","Divide County","023","0230",2880,2260,1,0,9,3,9,16,4
"G3800250","North Dakota","38","380","Dunn County","025","0250",3605,3117,0,1,382,448,18,3,31
"G3800270","North Dakota","38","380","Eddy County","027","0270",2900,2657,0,2,49,65,2,13,20
"G3800290","North Dakota","38","380","Emmons County","029","0290",4821,4290,0,2,5,6,4,28,5
"G3800310","North Dakota","38","380","Foster County","031","0310",3956,3722,0,5,22,16,5,2,14
"G3800330","North Dakota","38","380","Golden Valley County","033","0330",2087,1881,0,0,12,14,9,8,21
"G3800350","North Dakota","38","380","Grand Forks County","035","0350",66766,61479,1446,904,1244,1525,1227,1165,1036
"G3800370","North Dakota","38","380","Grant County","037","0370",3510,2753,1,0,32,49,6,20,19
"G3800390","North Dakota","38","380","Griggs County","039","0390",3289,2735,0,0,8,6,6,8,5
"G3800410","North Dakota","38","380","Hettinger County","041","0410",3431,2686,0,4,7,10,7,5,10
"G3800430","North Dakota","38","380","Kidder County","043","0430",3328,2739,0,5,0,3,4,2,4
"G3800450","North Dakota","38","380","LaMoure County","045","0450",5371,4665,0,1,5,8,7,11,16
"G3800470","North Dakota","38","380","Logan County","047","0470",2838,2289,1,2,5,3,3,7,7
"G3800490","North Dakota","38","380","McHenry County","049","0490",6498,5911,4,5,13,24,13,5,42
"G3800510","North Dakota","38","380","McIntosh County","051","0510",4007,3352,1,0,6,5,7,14,19
"G3800530","North Dakota","38","380","McKenzie County","053","0530",5442,4438,3,4,922,1215,16,12,68
"G3800550","North Dakota","38","380","McLean County","055","0550",9870,8615,3,2,561,554,23,30,110
"G3800570","North Dakota","38","380","Mercer County","057","0570",9519,8302,12,4,226,173,51,65,100
"G3800590","North Dakota","38","380","Morton County","059","0590",23200,24246,13,40,420,604,67,119,294
"G3800610","North Dakota","38","380","Mountrail County","061","0610",5606,4376,4,6,1395,1988,16,34,227
"G3800630","North Dakota","38","380","Nelson County","063","0630",4396,3662,2,3,7,13,5,15,22
"G3800650","North Dakota","38","380","Oliver County","065","0650",2340,2015,0,3,40,26,1,2,19
"G3800670","North Dakota","38","380","Pembina County","067","0670",8997,8198,14,13,148,123,79,127,124
"G3800690","North Dakota","38","380","Pierce County","069","0690",5011,4605,2,5,23,32,16,14,19
"G3800710","North Dakota","38","380","Ramsey County","071","0710",12022,11138,21,25,591,651,47,54,198
"G3800730","North Dakota","38","380","Ransom County","073","0730",5889,5768,4,11,13,19,15,37,55
"G3800750","North Dakota","38","380","Renville County","075","0750",3107,2551,14,6,23,17,16,15,21
"G3800770","North Dakota","38","380","Richland County","077","0770",17614,17428,21,62,414,299,99,75,134
"G3800790","North Dakota","38","380","Rolette County","079","0790",4211,3435,28,10,8497,9983,36,26,220
"G3800810","North Dakota","38","380","Sargent County","081","0810",4528,4289,1,2,10,20,10,26,29
"G3800830","North Dakota","38","380","Sheridan County","083","0830",2138,1697,0,2,9,7,1,1,3
"G3800850","North Dakota","38","380","Sioux County","085","0850",906,580,3,1,2836,3421,16,6,36
"G3800870","North Dakota","38","380","Slope County","087","0870",903,765,0,0,3,1,1,0,1
"G3800890","North Dakota","38","380","Stark County","089","0890",22555,22074,17,51,144,212,116,122,177
"G3800910","North Dakota","38","380","Steele County","091","0910",2415,2220,0,1,2,14,3,6,17
"G3800930","North Dakota","38","380","Stutsman County","093","0930",21930,21367,51,61,141,206,119,134,140
"G3800950","North Dakota","38","380","Towner County","095","0950",3566,2799,2,2,53,59,6,3,13
"G3800970","North Dakota","38","380","Traill County","097","0970",8618,8249,12,9,44,80,78,95,44
"G3800990","North Dakota","38","380","Walsh County","099","0990",13453,11752,17,41,97,126,273,337,133
"G3801010","North Dakota","38","380","Ward County","101","1010",54545,54327,1411,1305,962,1215,1003,947,1001
"G3801030","North Dakota","38","380","Wells County","103","1030",5849,5057,2,7,6,12,7,13,13
"G3801050","North Dakota","38","380","Williams County","105","1050",20025,18367,18,24,1010,869,76,65,436
"G3900010","Ohio","39","390","Adams County","001","0010",25212,26721,47,48,67,187,45,74,300
"G3900030","Ohio","39","390","Allen County","003","0030",96177,92147,12313,13225,202,224,1063,1300,1577
"G3900050","Ohio","39","390","Ashland County","005","0050",46686,51231,460,424,49,57,312,414,397
"G3900070","Ohio","39","390","Ashtabula County","007","0070",95465,96635,3138,3247,196,195,1022,1249,1402
"G3900090","Ohio","39","390","Athens County","009","0090",56163,58166,1678,1485,167,177,1541,1422,973
"G3900110","Ohio","39","390","Auglaize County","011","0110",44225,45735,66,110,50,86,244,295,385
"G3900130","Ohio","39","390","Belmont County","013","0130",69520,66698,1308,2553,81,97,165,335,543
"G3900150","Ohio","39","390","Brown County","015","0150",34487,41474,406,389,28,76,45,91,255
"G3900170","Ohio","39","390","Butler County","017","0170",274892,303510,13134,17531,379,693,3074,7328,3745
"G3900190","Ohio","39","390","Carroll County","019","0190",26254,28316,135,155,65,93,67,66,206
"G3900210","Ohio","39","390","Champaign County","021","0210",34698,37230,992,894,68,120,261,227,419
"G3900230","Ohio","39","390","Clark County","023","0230",133242,127541,13031,12954,294,402,981,1559,2286
"G3900250","Ohio","39","390","Clermont County","025","0250",148084,172866,1291,1621,218,333,594,1629,1528
"G3900270","Ohio","39","390","Clinton County","027","0270",34471,38917,716,886,59,107,169,238,395
"G3900290","Ohio","39","390","Columbiana County","029","0290",106369,108071,1409,2468,174,203,324,448,885
"G3900310","Ohio","39","390","Coshocton County","031","0310",34819,35685,415,399,68,62,125,200,309
"G3900330","Ohio","39","390","Crawford County","033","0330",47361,46022,253,279,67,93,189,267,305
"G3900350","Ohio","39","390","Cuyahoga County","035","0350",1025756,938863,350185,382634,2533,2529,33666,46545,23407
"G3900370","Ohio","39","390","Darke County","037","0370",53067,52290,184,208,96,89,272,326,396
"G3900390","Ohio","39","390","Defiance County","039","0390",36962,36575,493,692,80,102,1815,1568,563
"G3900410","Ohio","39","390","Delaware County","041","0410",64888,103663,1424,2774,104,157,513,2144,1251
"G3900430","Ohio","39","390","Erie County","043","0430",69613,70514,6312,6876,150,164,704,722,1275
"G3900450","Ohio","39","390","Fairfield County","045","0450",101610,116803,1153,3274,193,244,505,1199,1239
"G3900470","Ohio","39","390","Fayette County","047","0470",26593,27182,662,589,50,44,161,289,329
"G3900490","Ohio","39","390","Franklin County","049","0490",783714,806851,152840,191196,2056,2899,22827,44242,23790
"G3900510","Ohio","39","390","Fulton County","051","0510",37097,40254,93,103,62,110,1246,1163,454
"G3900530","Ohio","39","390","Gallia County","053","0530",29831,29596,871,839,79,134,173,156,344
"G3900550","Ohio","39","390","Geauga County","055","0550",79629,88553,1056,1110,83,69,361,518,645
"G3900570","Ohio","39","390","Greene County","057","0570",124081,131975,9611,9414,398,434,2641,3611,2452
"G3900590","Ohio","39","390","Guernsey County","059","0590",38166,39275,616,623,70,125,172,215,554
"G3900610","Ohio","39","390","Hamilton County","061","0610",672972,616487,181145,198061,1204,1481,10907,18145,11129
"G3900630","Ohio","39","390","Hancock County","063","0630",63572,67832,591,789,91,128,1282,1746,800
"G3900650","Ohio","39","390","Hardin County","065","0650",30661,31159,236,224,66,81,148,211,270
"G3900670","Ohio","39","390","Harrison County","067","0670",15645,15300,393,348,22,13,25,32,163
"G3900690","Ohio","39","390","Henry County","069","0690",27951,27845,147,169,53,77,957,871,248
"G3900710","Ohio","39","390","Highland County","071","0710",34876,39599,692,612,73,99,87,206,359
"G3900730","Ohio","39","390","Hocking County","073","0730",25199,27547,234,259,55,82,45,44,309
"G3900750","Ohio","39","390","Holmes County","075","0750",32706,38564,52,127,24,22,67,76,154
"G3900770","Ohio","39","390","Huron County","077","0770",54982,57094,597,575,85,106,576,1126,586
"G3900790","Ohio","39","390","Jackson County","079","0790",29895,31953,218,193,53,111,64,117,267
"G3900810","Ohio","39","390","Jefferson County","081","0810",75270,68341,4488,4200,167,147,373,448,758
"G3900830","Ohio","39","390","Knox County","083","0830",46747,53226,381,367,93,112,252,309,486
"G3900850","Ohio","39","390","Lake County","085","0850",209879,217041,3528,4527,250,251,1842,3594,2098
"G3900870","Ohio","39","390","Lawrence County","087","0870",60115,60169,1559,1302,57,112,103,187,549
"G3900890","Ohio","39","390","Licking County","089","0890",125181,139147,2217,2990,247,435,655,1312,1607
"G3900910","Ohio","39","390","Logan County","091","0910",41156,44233,804,786,58,94,292,321,571
"G3900930","Ohio","39","390","Lorain County","093","0930",241549,243514,21230,24203,738,845,7609,9937,6165
"G3900950","Ohio","39","390","Lucas County","095","0950",380155,352678,68456,77268,1164,1179,12586,14087,9842
"G3900970","Ohio","39","390","Madison County","097","0970",33947,36896,2764,2511,96,80,261,320,406
"G3900990","Ohio","39","390","Mahoning County","099","0990",221109,208727,39681,40884,444,445,3572,3938,3561
"G3901010","Ohio","39","390","Marion County","101","1010",60948,60987,2707,3805,148,126,471,673,626
"G3901030","Ohio","39","390","Medina County","103","1030",120504,146956,850,1323,172,232,828,1369,1215
"G3901050","Ohio","39","390","Meigs County","105","1050",22734,22548,177,159,44,62,32,81,222
"G3901070","Ohio","39","390","Mercer County","107","1070",39131,40286,14,39,85,105,213,264,230
"G3901090","Ohio","39","390","Miami County","109","1090",90519,94694,1779,1932,158,190,726,1062,990
"G3901110","Ohio","39","390","Monroe County","111","1110",15437,14986,19,40,26,23,15,30,101
"G3901130","Ohio","39","390","Montgomery County","113","1130",463551,428084,101817,111030,1065,1258,7376,10255,8435
"G3901150","Ohio","39","390","Morgan County","115","1150",13524,13952,570,508,64,52,36,51,334
"G3901170","Ohio","39","390","Morrow County","117","1170",27579,31111,64,85,49,94,57,105,233
"G3901190","Ohio","39","390","Muskingum County","119","1190",78125,79438,3468,3392,214,180,261,415,1160
"G3901210","Ohio","39","390","Noble County","121","1210",11301,13010,7,940,15,37,13,17,54
"G3901230","Ohio","39","390","Ottawa County","123","1230",39029,39576,265,265,51,85,684,703,356
"G3901250","Ohio","39","390","Paulding County","125","1250",19920,19451,236,194,54,58,278,320,270
"G3901270","Ohio","39","390","Perry County","127","1270",31408,33581,57,74,46,95,46,68,260
"G3901290","Ohio","39","390","Pickaway County","129","1290",44867,48482,3036,3391,127,148,225,214,492
"G3901310","Ohio","39","390","Pike County","131","1310",23807,26786,327,246,72,204,43,81,378
"G3901330","Ohio","39","390","Portage County","133","1330",136998,143545,3906,4840,292,277,1389,1594,1805
"G3901350","Ohio","39","390","Preble County","135","1350",39819,41691,147,136,53,91,94,165,254
